show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,duration_int,duration_type
s2808,TV Show,shaun the sheep: adventures from mossy bottom,Not Given,United Kingdom,2020-03-17,2020,TV-Y7,1 Season,"British TV Shows, Kids' TV, TV Comedies",2020,1.0,Season
s2809,TV Show,we speak dance,Not Given,United States,2020-03-17,2018,TV-MA,1 Season,Docuseries,2020,1.0,Season
s2817,TV Show,100 humans,Not Given,United States,2020-03-13,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",2020,1.0,Season
s2819,TV Show,bloodride,Not Given,Norway,2020-03-13,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",2020,1.0,Season
s2825,TV Show,the valhalla murders,Not Given,Iceland,2020-03-13,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,1.0,Season
s2826,TV Show,dirty money,Not Given,United States,2020-03-11,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",2020,2.0,Seasons
s2827,TV Show,on my block,Not Given,United States,2020-03-11,2020,TV-14,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",2020,3.0,Seasons
s2828,TV Show,the circle brazil,Not Given,Brazil,2020-03-11,2020,TV-MA,1 Season,"International TV Shows, Reality TV",2020,1.0,Season
s2839,TV Show,ugly delicious,Not Given,United States,2020-03-06,2020,TV-MA,2 Seasons,Docuseries,2020,2.0,Seasons
s2842,TV Show,mighty little bheem: festival of colors,Not Given,India,2020-03-05,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,1.0,Season
s2855,TV Show,akame ga kill!,Not Given,Japan,2020-03-01,2014,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows",2020,1.0,Season
s2856,TV Show,babylon berlin,Not Given,Germany,2020-03-01,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2020,3.0,Seasons
s2869,TV Show,always a witch,Not Given,Colombia,2020-02-28,2019,TV-14,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2020,2.0,Seasons
s2870,Movie,amit tandon: family tandoncies,Not Given,India,2020-02-28,2019,TV-14,72 min,Stand-Up Comedy,2020,72.0,min
s2871,TV Show,queen sono,Not Given,South Africa,2020-02-28,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020,1.0,Season
s2872,TV Show,toy boy,Not Given,Spain,2020-02-28,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020,1.0,Season
s2873,TV Show,unstoppable,Not Given,Mexico,2020-02-28,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2020,1.0,Season
s2875,TV Show,altered carbon,Not Given,United States,2020-02-27,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",2020,2.0,Seasons
s2876,TV Show,followers,Not Given,Japan,2020-02-27,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",2020,1.0,Season
s2881,TV Show,i am not okay with this,Not Given,United States,2020-02-26,2020,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",2020,1.0,Season
s2884,TV Show,the trials of gabriel fernandez,Not Given,United States,2020-02-26,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020,1.0,Season
s2889,TV Show,"hi bye, mama!",Not Given,South Korea,2020-02-23,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s2892,TV Show,gentefied,Not Given,United States,2020-02-21,2020,TV-MA,1 Season,"TV Comedies, TV Dramas",2020,1.0,Season
s2893,TV Show,hyena,Not Given,South Korea,2020-02-21,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s2895,TV Show,puerta 7,Not Given,Argentina,2020-02-21,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020,1.0,Season
s2901,TV Show,spectros,Not Given,Brazil,2020-02-20,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",2020,1.0,Season
s2903,TV Show,dreamworks shrek's swamp stories,Not Given,United States,2020-02-17,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",2020,1.0,Season
s2911,TV Show,talking tom and friends,Not Given,Cyprus,2020-02-15,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,1.0,Season
s3014,TV Show,tiny house nation,Not Given,United States,2020-01-17,2019,TV-PG,2 Seasons,Reality TV,2020,2.0,Seasons
s2918,TV Show,taj mahal 1989,Not Given,India,2020-02-14,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,1.0,Season
s2921,TV Show,love is blind,Not Given,United States,2020-02-13,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",2020,1.0,Season
s2922,TV Show,narcos: mexico,Not Given,Mexico,2020-02-13,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",2020,2.0,Seasons
s2927,TV Show,we bare bears,Not Given,United States,2020-02-12,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020,2.0,Seasons
s2928,Movie,captain underpants epic choice-o-rama,Not Given,United States,2020-02-11,2020,TV-Y7,81 min,"Children & Family Movies, Comedies",2020,81.0,min
s2932,TV Show,better call saul,Not Given,United States,2020-02-09,2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",2020,4.0,Seasons
s2938,TV Show,dragons: rescue riders,Not Given,United States,2020-02-07,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020,2.0,Seasons
s2939,TV Show,fifty: the series,Not Given,Nigeria,2020-02-07,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",2020,2.0,Seasons
s2942,TV Show,locke & key,Not Given,Canada,2020-02-07,2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",2020,1.0,Season
s2946,TV Show,cagaster of an insect cage,Not Given,Japan,2020-02-06,2020,TV-MA,1 Season,"Anime Series, International TV Shows",2020,1.0,Season
s2954,TV Show,team kaylie,Not Given,United States,2020-02-03,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies",2020,3.0,Seasons
s2959,TV Show,is it wrong to try to pick up girls in a dungeon?,Not Given,Japan,2020-02-01,2015,TV-MA,1 Season,"Anime Series, International TV Shows",2020,1.0,Season
s2960,TV Show,itaewon class,Not Given,South Korea,2020-02-01,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2020,1.0,Season
s2965,Movie,night on earth: shot in the dark,Not Given,United Kingdom,2020-02-01,2020,TV-PG,59 min,Movies,2020,59.0,min
s2966,TV Show,no game no life,Not Given,Japan,2020-02-01,2014,TV-MA,1 Season,"Anime Series, International TV Shows",2020,1.0,Season
s2967,TV Show,pop team epic,Not Given,Japan,2020-02-01,2018,TV-14,1 Season,"Anime Series, International TV Shows",2020,1.0,Season
s2968,TV Show,shopkins,Not Given,United States,2020-02-01,2014,TV-Y,1 Season,Kids' TV,2020,1.0,Season
s2923,TV Show,palazuelos mi rey,Not Given,Pakistan,2020-02-13,2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",2020,1.0,Season
s2972,TV Show,diablero,Not Given,Mexico,2020-01-31,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2020,2.0,Seasons
s2975,TV Show,luna nera,Not Given,Italy,2020-01-31,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,1.0,Season
s2977,TV Show,unauthorized living,Not Given,Spain,2020-01-31,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020,2.0,Seasons
s2978,TV Show,ainori love wagon: african journey,Not Given,Japan,2020-01-30,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",2020,1.0,Season
s2980,TV Show,the stranger,Not Given,United Kingdom,2020-01-30,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2020,1.0,Season
s2981,TV Show,what the love! with karan johar,Not Given,United States,2020-01-30,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",2020,1.0,Season
s2984,TV Show,night on earth,Not Given,United Kingdom,2020-01-29,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV",2020,1.0,Season
s2985,TV Show,omniscient,Not Given,Brazil,2020-01-29,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2020,1.0,Season
s2993,TV Show,sons of the caliphate,Not Given,Nigeria,2020-01-24,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas",2020,2.0,Seasons
s2994,TV Show,the goop lab with gwyneth paltrow,Not Given,United States,2020-01-24,2020,TV-MA,1 Season,Reality TV,2020,1.0,Season
s2995,TV Show,the ranch,Not Given,United States,2020-01-24,2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas",2020,8.0,Seasons
s2998,TV Show,october faction,Not Given,United States,2020-01-23,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",2020,1.0,Season
s2999,TV Show,​saint seiya: knights of the zodiac,Not Given,Japan,2020-01-23,2020,TV-14,2 Seasons,"Anime Series, International TV Shows",2020,2.0,Seasons
s3001,TV Show,pandemic: how to prevent an outbreak,Not Given,United States,2020-01-22,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",2020,1.0,Season
s3002,TV Show,playing with fire,Not Given,United States,2020-01-22,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2020,1.0,Season
s3006,TV Show,dreamworks how to train your dragon legends,Not Given,United States,2020-01-20,2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2020,1.0,Season
s3011,TV Show,ares,Not Given,Netherlands,2020-01-17,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2020,1.0,Season
s3016,TV Show,handsome siblings,Not Given,China,2020-01-16,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2020,1.0,Season
s3021,TV Show,soul eater,Not Given,Japan,2020-01-16,2008,TV-14,1 Season,"Anime Series, International TV Shows",2020,1.0,Season
s3025,TV Show,killer inside: the mind of aaron hernandez,Not Given,United States,2020-01-15,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020,1.0,Season
s3029,TV Show,the ollie & moon show,Not Given,France,2020-01-14,2018,TV-Y,1 Season,Kids' TV,2020,1.0,Season
s3034,TV Show,aj and the queen,Not Given,United States,2020-01-10,2020,TV-14,1 Season,"TV Comedies, TV Dramas",2020,1.0,Season
s3035,TV Show,giri / haji,Not Given,United Kingdom,2020-01-10,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2020,1.0,Season
s3036,TV Show,harvey street kids,Not Given,United States,2020-01-10,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",2020,4.0,Seasons
s3038,TV Show,medical police,Not Given,United States,2020-01-10,2020,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",2020,1.0,Season
s3040,TV Show,the inbestigators,Not Given,Australia,2020-01-10,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020,2.0,Seasons
s3041,TV Show,until dawn,Not Given,France,2020-01-10,2020,TV-MA,1 Season,"International TV Shows, Reality TV, TV Comedies",2020,1.0,Season
s3046,TV Show,dracula,Not Given,United Kingdom,2020-01-04,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",2020,1.0,Season
s3048,TV Show,anne with an e,Not Given,Canada,2020-01-03,2019,TV-PG,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",2020,3.0,Seasons
s3050,TV Show,"sex, explained",Not Given,United States,2020-01-02,2020,TV-MA,1 Season,"Docuseries, Science & Nature TV",2020,1.0,Season
s3051,TV Show,thieves of the wood,Not Given,Belgium,2020-01-02,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020,1.0,Season
s3053,TV Show,because this is my first life,Not Given,South Korea,2020-01-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s3054,TV Show,border security: america's front line,Not Given,Canada,2020-01-01,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV",2020,1.0,Season
s3056,TV Show,cells at work!,Not Given,Japan,2020-01-01,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows",2020,1.0,Season
s3031,TV Show,the healing powers of dude,Not Given,Pakistan,2020-01-13,2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas",2020,1.0,Season
s3064,TV Show,live up to your name,Not Given,South Korea,2020-01-01,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s3066,TV Show,messiah,Not Given,United States,2020-01-01,2020,TV-MA,1 Season,"TV Dramas, TV Thrillers",2020,1.0,Season
s3067,TV Show,mia and me,Not Given,Netherlands,2020-01-01,2017,TV-Y7,2 Seasons,Kids' TV,2020,2.0,Seasons
s3072,TV Show,reply 1988,Not Given,South Korea,2020-01-01,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s3075,TV Show,save me,Not Given,South Korea,2020-01-01,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2020,1.0,Season
s3076,TV Show,spinning out,Not Given,United States,2020-01-01,2020,TV-MA,1 Season,TV Dramas,2020,1.0,Season
s3077,TV Show,the bride of habaek,Not Given,South Korea,2020-01-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s3080,TV Show,arashi's diary -voyage-,Not Given,Japan,2019-12-31,2019,TV-PG,1 Season,"Docuseries, International TV Shows",2019,1.0,Season
s3083,TV Show,occupied,Not Given,Norway,2019-12-31,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Thrillers",2019,3.0,Seasons
s3085,TV Show,rainbow ruby,Not Given,South Korea,2019-12-31,2016,TV-Y,1 Season,Kids' TV,2019,1.0,Season
s3086,TV Show,robot trains,Not Given,South Korea,2019-12-31,2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows",2019,2.0,Seasons
s3088,TV Show,yanxi palace: princess adventures,Not Given,China,2019-12-31,2019,TV-14,1 Season,"International TV Shows, TV Dramas",2019,1.0,Season
s3089,TV Show,the disastrous life of saiki k.: reawakened,Not Given,Japan,2019-12-30,2019,TV-14,1 Season,"Anime Series, International TV Shows",2019,1.0,Season
s3093,TV Show,kevin hart: don’t f**k this up,Not Given,United States,2019-12-27,2019,TV-MA,1 Season,Docuseries,2019,1.0,Season
s3096,TV Show,the bonfire of destiny,Not Given,France,2019-12-26,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,1.0,Season
s3104,TV Show,carole & tuesday,Not Given,Japan,2019-12-24,2019,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",2019,2.0,Seasons
s3107,TV Show,lost in space,Not Given,United States,2019-12-24,2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2019,2.0,Seasons
s3109,TV Show,private practice,Not Given,United States,2019-12-22,2012,TV-14,6 Seasons,"TV Comedies, TV Dramas",2019,6.0,Seasons
s3112,TV Show,agent,Not Given,Mauritius,2019-12-20,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,1.0,Season
s3118,TV Show,the witcher,Not Given,United States,2019-12-20,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2019,1.0,Season
s3120,TV Show,twice upon a time,Not Given,France,2019-12-19,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,1.0,Season
s3121,TV Show,ultraviolet,Not Given,Poland,2019-12-19,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2019,2.0,Seasons
s3123,TV Show,soundtrack,Not Given,United States,2019-12-18,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",2019,1.0,Season
s3128,TV Show,cinderella and the four knights,Not Given,South Korea,2019-12-15,2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,1.0,Season
s3129,TV Show,cocomong,Not Given,United States,2019-12-15,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",2019,2.0,Seasons
s3130,TV Show,crash landing on you,Not Given,South Korea,2019-12-15,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,1.0,Season
s3147,TV Show,scooby-doo!: mystery incorporated,Not Given,United States,2019-12-15,2012,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2019,2.0,Seasons
s3149,TV Show,what's new scooby-doo?,Not Given,United States,2019-12-15,2005,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",2019,3.0,Seasons
s3166,TV Show,astronomy club: the sketch show,Not Given,United States,2019-12-06,2019,TV-MA,1 Season,TV Comedies,2019,1.0,Season
s3169,TV Show,fuller house,Not Given,United States,2019-12-06,2020,TV-PG,5 Seasons,TV Comedies,2019,5.0,Seasons
s3173,Movie,spirit riding free: spirit of christmas,Not Given,United States,2019-12-06,2019,TV-Y7,46 min,Children & Family Movies,2019,46.0,min
s3174,TV Show,teasing master takagi-san,Not Given,Japan,2019-12-06,2019,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",2019,1.0,Season
s3177,TV Show,three days of christmas,Not Given,Spain,2019-12-06,2019,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2019,1.0,Season
s3182,Movie,the irishman: in conversation,Not Given,United States,2019-12-05,2019,TV-MA,24 min,Documentaries,2019,24.0,min
s3178,TV Show,triad princess,Not Given,Pakistan,2019-12-06,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",2019,1.0,Season
s3183,TV Show,v wars,Not Given,United States,2019-12-05,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",2019,1.0,Season
s3184,TV Show,the last o.g.,Not Given,United States,2019-12-04,2019,TV-MA,2 Seasons,TV Comedies,2019,2.0,Seasons
s3185,TV Show,the prince of tennis ~ match! tennis juniors ~,Not Given,China,2019-12-04,2019,TV-PG,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",2019,1.0,Season
s3186,TV Show,the road to love,Not Given,Colombia,2019-12-04,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2019,1.0,Season
s3188,TV Show,nightflyers,Not Given,United States,2019-12-02,2018,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",2019,1.0,Season
s3193,TV Show,eastsiders,Not Given,United States,2019-12-01,2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas",2019,4.0,Seasons
s3197,Movie,lakeeran,Not Given,India,2019-12-01,2016,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",2019,111.0,min
s3205,TV Show,chocolate,Not Given,South Korea,2019-11-30,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,1.0,Season
s3209,TV Show,chip and potato,Not Given,United Kingdom,2019-11-29,2019,TV-Y,2 Seasons,Kids' TV,2019,2.0,Seasons
s3213,TV Show,la reina del sur,Not Given,Mexico,2019-11-29,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,2.0,Seasons
s3220,TV Show,levius,Not Given,Japan,2019-11-28,2019,TV-14,1 Season,"Anime Series, International TV Shows",2019,1.0,Season
s3221,TV Show,lugar de mulher,Not Given,Brazil,2019-11-28,2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",2019,1.0,Season
s3222,TV Show,merry happy whatever,Not Given,United States,2019-11-28,2019,TV-PG,1 Season,TV Comedies,2019,1.0,Season
s3223,TV Show,mythomaniac,Not Given,France,2019-11-28,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2019,1.0,Season
s3231,TV Show,the crime,Not Given,Poland,2019-11-26,2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2019,2.0,Seasons
s3237,TV Show,once upon a time in lingjian mountain,Not Given,China,2019-11-23,2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",2019,1.0,Season
s3239,TV Show,dolly parton's heartstrings,Not Given,United States,2019-11-22,2019,TV-14,1 Season,TV Dramas,2019,1.0,Season
s3241,Movie,mike birbiglia: what i should have said was nothing: tales from my secret public journal,Not Given,United States,2019-11-22,2008,TV-MA,56 min,Stand-Up Comedy,2019,56.0,min
s3242,TV Show,nailed it! holiday!,Not Given,United States,2019-11-22,2019,TV-PG,2 Seasons,Reality TV,2019,2.0,Seasons
s3243,TV Show,narcoworld: dope stories,Not Given,United States,2019-11-22,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",2019,1.0,Season
s3244,TV Show,nobody's looking,Not Given,Brazil,2019-11-22,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2019,1.0,Season
s3246,TV Show,singapore social,Not Given,Singapore,2019-11-22,2019,TV-MA,1 Season,"International TV Shows, Reality TV",2019,1.0,Season
s3247,TV Show,the dragon prince,Not Given,United States,2019-11-22,2019,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2019,3.0,Seasons
s3248,TV Show,trolls: the beat goes on!,Not Given,United States,2019-11-22,2019,TV-Y7,8 Seasons,"Kids' TV, TV Comedies",2019,8.0,Seasons
s3250,TV Show,bangkok buddies,Not Given,Thailand,2019-11-20,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2019,1.0,Season
s3253,TV Show,holiday secrets,Not Given,Germany,2019-11-20,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,1.0,Season
s3256,TV Show,who killed little gregory?,Not Given,France,2019-11-20,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019,1.0,Season
s3259,TV Show,candy online,Not Given,Taiwan,2019-11-17,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",2019,1.0,Season
s3264,TV Show,at the dolphin bay,Not Given,Taiwan,2019-11-15,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows",2019,1.0,Season
s3270,TV Show,i'm with the band: nasty cherry,Not Given,United States,2019-11-15,2019,TV-MA,1 Season,Reality TV,2019,1.0,Season
s3271,TV Show,inheritors,Not Given,South Korea,2019-11-15,2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,1.0,Season
s3272,TV Show,k-on!,Not Given,Japan,2019-11-15,2010,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",2019,2.0,Seasons
s3258,TV Show,miss culinary,Not Given,Pakistan,2019-11-19,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,1.0,Season
s3275,TV Show,la robe de mariee des cieux,Not Given,Taiwan,2019-11-15,2004,TV-MA,1 Season,"International TV Shows, Romantic TV Shows",2019,1.0,Season
s3276,TV Show,llama llama,Not Given,United States,2019-11-15,2019,TV-Y,2 Seasons,Kids' TV,2019,2.0,Seasons
s3277,TV Show,my mvp valentine,Not Given,Taiwan,2019-11-15,2002,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,1.0,Season
s3278,TV Show,my sassy girl,Not Given,South Korea,2019-11-15,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,1.0,Season
s3280,TV Show,the club,Not Given,Mexico,2019-11-15,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,1.0,Season
s3282,TV Show,the stranded,Not Given,Thailand,2019-11-15,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2019,1.0,Season
s3283,TV Show,the toys that made us,Not Given,United States,2019-11-15,2019,TV-14,3 Seasons,"Docuseries, Reality TV",2019,3.0,Seasons
s3284,TV Show,the yard,Not Given,Turkey,2019-11-15,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2019,2.0,Seasons
s3287,TV Show,my dear warrior,Not Given,Thailand,2019-11-14,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,1.0,Season
s3288,TV Show,maradona in mexico,Not Given,Argentina,2019-11-13,2020,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows",2019,1.0,Season
s3289,TV Show,chief of staff,Not Given,South Korea,2019-11-12,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas",2019,2.0,Seasons
s3292,TV Show,put your head on my shoulder,Not Given,China,2019-11-11,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows",2019,1.0,Season
s3294,TV Show,little things,Not Given,India,2019-11-09,2019,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",2019,3.0,Seasons
s3295,TV Show,greatest events of wwii in colour,Not Given,United Kingdom,2019-11-08,2019,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",2019,1.0,Season
s3296,TV Show,green eggs and ham,Not Given,United Kingdom,2019-11-08,2019,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",2019,1.0,Season
s3299,TV Show,wild district,Not Given,Colombia,2019-11-08,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,2.0,Seasons
s3302,TV Show,scams,Not Given,Japan,2019-11-06,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,1.0,Season
s3305,TV Show,sam & cat,Not Given,United States,2019-11-05,2014,TV-PG,2 Seasons,"Kids' TV, TV Comedies",2019,2.0,Seasons
s3307,TV Show,the end of the f***ing world,Not Given,United Kingdom,2019-11-05,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",2019,2.0,Seasons
s3311,TV Show,meet the adebanjos,Not Given,United Kingdom,2019-11-04,2016,TV-PG,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",2019,3.0,Seasons
s3314,TV Show,the devil next door,Not Given,United States,2019-11-04,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",2019,1.0,Season
s3315,Movie,100 things to do before high school,Not Given,United States,2019-11-02,2014,TV-Y,44 min,Movies,2019,44.0,min
s3317,TV Show,bella and the bulldogs,Not Given,United States,2019-11-02,2015,TV-G,1 Season,"Kids' TV, TV Comedies",2019,1.0,Season
s3326,TV Show,victorious,Not Given,United States,2019-11-02,2013,TV-G,3 Seasons,"Kids' TV, TV Comedies",2019,3.0,Seasons
s3328,TV Show,a year in space,Not Given,United States,2019-11-01,2015,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2019,1.0,Season
s3329,TV Show,ad vitam,Not Given,France,2019-11-01,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,1.0,Season
s3331,TV Show,billy on the street,Not Given,United States,2019-11-01,2016,TV-14,4 Seasons,"International TV Shows, Reality TV, TV Comedies",2019,4.0,Seasons
s3334,TV Show,clannad,Not Given,Japan,2019-11-01,2008,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",2019,2.0,Seasons
s3337,TV Show,haikyu!!,Not Given,Japan,2019-11-01,2015,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",2019,2.0,Seasons
s3340,TV Show,"love, chunibyo & other delusions!",Not Given,Japan,2019-11-01,2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows",2019,2.0,Seasons
